-4.428872e+00	-7.793524e-05	1.625035e-07
-4.428932e+00	-2.545643e-04	3.251463e-07
-4.429084e+00	-4.806534e-04	5.548930e-08
-4.429331e+00	-7.919524e-04	-7.117115e-08
-4.429710e+00	-1.247713e-03	-2.742163e-07
-4.430293e+00	-1.942568e-03	-7.165509e-08
-4.431206e+00	-3.026323e-03	2.845485e-07
-4.432639e+00	-4.707583e-03	4.215804e-07
-4.434872e+00	-7.293408e-03	2.386466e-07
-4.438331e+00	-1.125367e-02	-1.508452e-07
-4.443669e+00	-1.730923e-02	-4.344571e-07
-4.451913e+00	-2.654512e-02	-3.415797e-07
-4.464663e+00	-4.053439e-02	1.136954e-07
-4.484402e+00	-6.143043e-02	6.160014e-07
-4.514961e+00	-9.188652e-02	7.734718e-07
-4.562253e+00	-1.343834e-01	5.175962e-07
-4.635418e+00	-1.888101e-01	7.204924e-08
-4.748612e+00	-2.453290e-01	1.502059e-07
-4.923751e+00	-2.649837e-01	3.206352e-07
-5.194755e+00	-1.293847e-01	1.442323e-06
-4.428889e+00	-7.967651e-05	4.224180e-07
-4.428949e+00	-2.531700e-04	6.886484e-07
-4.429089e+00	-4.735609e-04	9.107555e-08
-4.429326e+00	-7.876311e-04	-7.661402e-08
-4.429703e+00	-1.252429e-03	-6.319250e-07
-4.430294e+00	-1.955345e-03	-1.897529e-07
-4.431216e+00	-3.038595e-03	6.260437e-07
-4.432651e+00	-4.709545e-03	9.227006e-07
-4.434878e+00	-7.282461e-03	5.358193e-07
-4.438325e+00	-1.123754e-02	-2.918488e-07
-4.443657e+00	-1.729994e-02	-9.071573e-07
-4.451903e+00	-2.654856e-02	-7.238884e-07
-4.464662e+00	-4.054491e-02	2.615964e-07
-4.484407e+00	-6.143571e-02	1.402040e-06
-4.514963e+00	-9.187841e-02	1.814003e-06
-4.562245e+00	-1.343649e-01	1.333530e-06
-4.635403e+00	-1.887929e-01	4.098345e-07
-4.748598e+00	-2.453231e-01	8.589131e-07
-4.923745e+00	-2.649892e-01	1.279943e-06
-5.194757e+00	-1.293895e-01	4.281559e-06
-4.428895e+00	-8.025141e-05	5.952266e-07
-4.428955e+00	-2.526269e-04	6.674131e-07
-4.429091e+00	-4.709430e-04	2.432004e-08
-4.429324e+00	-7.855420e-04	9.380512e-08
-4.429701e+00	-1.253030e-03	-7.306592e-07
-4.430294e+00	-1.958878e-03	-2.546576e-07
-4.431218e+00	-3.042719e-03	6.926370e-07
-4.432655e+00	-4.711079e-03	9.866702e-07
-4.434880e+00	-7.280028e-03	5.853985e-07
-4.438324e+00	-1.123301e-02	-2.479050e-07
-4.443654e+00	-1.729706e-02	-8.799171e-07
-4.451901e+00	-2.654977e-02	-7.077055e-07
-4.464662e+00	-4.054913e-02	3.310264e-07
-4.484410e+00	-6.143925e-02	1.632272e-06
-4.514965e+00	-9.187819e-02	2.201220e-06
-4.562245e+00	-1.343608e-01	1.839272e-06
-4.635400e+00	-1.887879e-01	9.696397e-07
-4.748595e+00	-2.453205e-01	2.069409e-06
-4.923744e+00	-2.649896e-01	2.653893e-06
-5.194758e+00	-1.293902e-01	7.075699e-06
-4.428897e+00	-8.036429e-05	7.377221e-07
-4.428957e+00	-2.524110e-04	5.220316e-07
-4.429092e+00	-4.702436e-04	-7.442392e-08
-4.429324e+00	-7.849666e-04	3.101880e-07
-4.429700e+00	-1.253110e-03	-7.431179e-07
-4.430293e+00	-1.959767e-03	-2.830568e-07
-4.431219e+00	-3.043790e-03	7.020316e-07
-4.432655e+00	-4.711509e-03	9.340539e-07
-4.434880e+00	-7.279447e-03	5.505300e-07
-4.438324e+00	-1.123185e-02	-1.763859e-07
-4.443653e+00	-1.729629e-02	-7.265339e-07
-4.451900e+00	-2.655005e-02	-5.702344e-07
-4.464662e+00	-4.055026e-02	4.047125e-07
-4.484410e+00	-6.144033e-02	1.731759e-06
-4.514966e+00	-9.187841e-02	2.410662e-06
-4.562245e+00	-1.343599e-01	2.228564e-06
-4.635399e+00	-1.887867e-01	1.565372e-06
-4.748594e+00	-2.453196e-01	3.386653e-06
-4.923743e+00	-2.649893e-01	4.147134e-06
-5.194758e+00	-1.293899e-01	9.866027e-06
-4.428897e+00	-8.032254e-05	8.669141e-07
-4.428958e+00	-2.523158e-04	3.473194e-07
-4.429092e+00	-4.702033e-04	-1.766831e-07
-4.429324e+00	-7.849211e-04	5.307386e-07
-4.429700e+00	-1.253101e-03	-7.341028e-07
-4.430294e+00	-1.959929e-03	-3.013360e-07
-4.431219e+00	-3.043977e-03	6.996622e-07
-4.432656e+00	-4.711596e-03	8.577736e-07
-4.434880e+00	-7.279399e-03	4.965796e-07
-4.438323e+00	-1.123170e-02	-1.021894e-07
-4.443653e+00	-1.729614e-02	-5.496635e-07
-4.451900e+00	-2.655003e-02	-4.069791e-07
-4.464663e+00	-4.055037e-02	4.827680e-07
-4.484410e+00	-6.144053e-02	1.810874e-06
-4.514966e+00	-9.187857e-02	2.587948e-06
-4.562245e+00	-1.343598e-01	2.586202e-06
-4.635399e+00	-1.887865e-01	2.174293e-06
-4.748594e+00	-2.453194e-01	4.711338e-06
-4.923743e+00	-2.649889e-01	5.662247e-06
-5.194758e+00	-1.293893e-01	1.264407e-05
-4.428897e+00	-8.022678e-05	9.865268e-07
-4.428958e+00	-2.522655e-04	1.738639e-07
-4.429092e+00	-4.703964e-04	-2.738875e-07
-4.429324e+00	-7.850451e-04	7.417711e-07
-4.429700e+00	-1.253048e-03	-7.223120e-07
-4.430294e+00	-1.959864e-03	-3.182056e-07
-4.431219e+00	-3.043902e-03	6.957079e-07
-4.432655e+00	-4.711595e-03	7.826112e-07
-4.434880e+00	-7.279532e-03	4.427546e-07
-4.438323e+00	-1.123187e-02	-3.040965e-08
-4.443652e+00	-1.729618e-02	-3.768450e-07
-4.451900e+00	-2.654989e-02	-2.459334e-07
-4.464663e+00	-4.055016e-02	5.623662e-07
-4.484410e+00	-6.144043e-02	1.896558e-06
-4.514966e+00	-9.187868e-02	2.770036e-06
-4.562245e+00	-1.343600e-01	2.937385e-06
-4.635399e+00	-1.887867e-01	2.794510e-06
-4.748594e+00	-2.453194e-01	6.019267e-06
-4.923743e+00	-2.649885e-01	7.167540e-06
-5.194758e+00	-1.293884e-01	1.540239e-05
-4.428897e+00	-8.010920e-05	1.096720e-06
-4.428958e+00	-2.522262e-04	1.169204e-08
-4.429092e+00	-4.706734e-04	-3.631687e-07
-4.429324e+00	-7.852207e-04	9.375652e-07
-4.429700e+00	-1.252968e-03	-7.128092e-07
-4.430294e+00	-1.959730e-03	-3.356493e-07
-4.431219e+00	-3.043756e-03	6.928089e-07
-4.432655e+00	-4.711572e-03	7.154905e-07
-4.434880e+00	-7.279723e-03	3.945710e-07
-4.438323e+00	-1.123212e-02	3.748227e-08
-4.443652e+00	-1.729628e-02	-2.159177e-07
-4.451900e+00	-2.654970e-02	-9.539978e-08
-4.464663e+00	-4.054984e-02	6.428347e-07
-4.484410e+00	-6.144026e-02	1.995373e-06
-4.514966e+00	-9.187877e-02	2.965472e-06
-4.562245e+00	-1.343601e-01	3.289796e-06
-4.635399e+00	-1.887869e-01	3.426433e-06
-4.748593e+00	-2.453195e-01	7.303924e-06
-4.923743e+00	-2.649880e-01	8.651541e-06
-5.194757e+00	-1.293873e-01	1.813409e-05
-4.428897e+00	-7.998053e-05	1.196805e-06
-4.428958e+00	-2.521818e-04	-1.359442e-07
-4.429092e+00	-4.709754e-04	-4.431460e-07
-4.429324e+00	-7.854057e-04	1.115204e-06
-4.429700e+00	-1.252871e-03	-7.064011e-07
-4.430294e+00	-1.959586e-03	-3.535727e-07
-4.431219e+00	-3.043602e-03	6.913862e-07
-4.432655e+00	-4.711546e-03	6.578898e-07
-4.434880e+00	-7.279921e-03	3.533359e-07
-4.438323e+00	-1.123240e-02	1.011465e-07
-4.443652e+00	-1.729637e-02	-6.861071e-08
-4.451900e+00	-2.654951e-02	4.261799e-08
-4.464662e+00	-4.054952e-02	7.245920e-07
-4.484410e+00	-6.144008e-02	2.107948e-06
-4.514966e+00	-9.187883e-02	3.174695e-06
-4.562245e+00	-1.343603e-01	3.645926e-06
-4.635399e+00	-1.887873e-01	4.070518e-06
-4.748593e+00	-2.453196e-01	8.563724e-06
-4.923743e+00	-2.649876e-01	1.010957e-05
-5.194757e+00	-1.293861e-01	2.083197e-05
-4.428897e+00	-7.984456e-05	1.285932e-06
-4.428958e+00	-2.521254e-04	-2.681992e-07
-4.429092e+00	-4.712778e-04	-5.129382e-07
-4.429324e+00	-7.855837e-04	1.273000e-06
-4.429700e+00	-1.252761e-03	-7.024581e-07
-4.430294e+00	-1.959453e-03	-3.712356e-07
-4.431219e+00	-3.043465e-03	6.910906e-07
-4.432655e+00	-4.711521e-03	6.094191e-07
-4.434880e+00	-7.280106e-03	3.189629e-07
-4.438323e+00	-1.123265e-02	1.606938e-07
-4.443652e+00	-1.729646e-02	6.545292e-08
-4.451900e+00	-2.654932e-02	1.683665e-07
-4.464662e+00	-4.054922e-02	8.084777e-07
-4.484410e+00	-6.143992e-02	2.232930e-06
-4.514966e+00	-9.187887e-02	3.395682e-06
-4.562244e+00	-1.343604e-01	4.006701e-06
-4.635399e+00	-1.887876e-01	4.726865e-06
-4.748593e+00	-2.453198e-01	9.798687e-06
-4.923743e+00	-2.649871e-01	1.153971e-05
-5.194756e+00	-1.293848e-01	2.348824e-05
-4.428897e+00	-7.970285e-05	1.363265e-06
-4.428958e+00	-2.520547e-04	-3.850987e-07
-4.429092e+00	-4.715705e-04	-5.719402e-07
-4.429324e+00	-7.857484e-04	1.409910e-06
-4.429700e+00	-1.252642e-03	-6.999076e-07
-4.430294e+00	-1.959338e-03	-3.877270e-07
-4.431219e+00	-3.043351e-03	6.913113e-07
-4.432655e+00	-4.711499e-03	5.690528e-07
-4.434880e+00	-7.280271e-03	2.909324e-07
-4.438323e+00	-1.123287e-02	2.164172e-07
-4.443652e+00	-1.729653e-02	1.873432e-07
-4.451900e+00	-2.654914e-02	2.829370e-07
-4.464662e+00	-4.054895e-02	8.954215e-07
-4.484410e+00	-6.143978e-02	2.368328e-06
-4.514966e+00	-9.187888e-02	3.625805e-06
-4.562244e+00	-1.343606e-01	4.372685e-06
-4.635399e+00	-1.887878e-01	5.395162e-06
-4.748593e+00	-2.453199e-01	1.100936e-05
-4.923742e+00	-2.649867e-01	1.294152e-05
-5.194756e+00	-1.293833e-01	2.609445e-05
-4.428897e+00	-7.955622e-05	1.428030e-06
-4.428958e+00	-2.519703e-04	-4.869511e-07
-4.429092e+00	-4.718498e-04	-6.197760e-07
-4.429324e+00	-7.858981e-04	1.525298e-06
-4.429700e+00	-1.252517e-03	-6.976222e-07
-4.430294e+00	-1.959243e-03	-4.021344e-07
-4.431219e+00	-3.043261e-03	6.913756e-07
-4.432655e+00	-4.711478e-03	5.356035e-07
-4.434879e+00	-7.280415e-03	2.686489e-07
-4.438323e+00	-1.123307e-02	2.686687e-07
-4.443652e+00	-1.729658e-02	2.982763e-07
-4.451900e+00	-2.654897e-02	3.877382e-07
-4.464662e+00	-4.054873e-02	9.862713e-07
-4.484410e+00	-6.143967e-02	2.512044e-06
-4.514966e+00	-9.187888e-02	3.862503e-06
-4.562244e+00	-1.343606e-01	4.744483e-06
-4.635399e+00	-1.887881e-01	6.074737e-06
-4.748593e+00	-2.453200e-01	1.219637e-05
-4.923742e+00	-2.649863e-01	1.431557e-05
-5.194755e+00	-1.293817e-01	2.864140e-05
-4.428897e+00	-7.940536e-05	1.479539e-06
-4.428958e+00	-2.518737e-04	-5.741124e-07
-4.429092e+00	-4.721146e-04	-6.562902e-07
-4.429324e+00	-7.860325e-04	1.618821e-06
-4.429701e+00	-1.252388e-03	-6.945716e-07
-4.430294e+00	-1.959167e-03	-4.136078e-07
-4.431219e+00	-3.043193e-03	6.906296e-07
-4.432655e+00	-4.711458e-03	5.079139e-07
-4.434879e+00	-7.280538e-03	2.515722e-07
-4.438323e+00	-1.123324e-02	3.177977e-07
-4.443652e+00	-1.729662e-02	3.994051e-07
-4.451900e+00	-2.654881e-02	4.842919e-07
-4.464662e+00	-4.054853e-02	1.081699e-06
-4.484410e+00	-6.143958e-02	2.662107e-06
-4.514965e+00	-9.187885e-02	4.103533e-06
-4.562244e+00	-1.343607e-01	5.122834e-06
-4.635399e+00	-1.887883e-01	6.764684e-06
-4.748593e+00	-2.453200e-01	1.336023e-05
-4.923742e+00	-2.649858e-01	1.566329e-05
-5.194754e+00	-1.293800e-01	3.111918e-05
-4.428897e+00	-7.925096e-05	1.517196e-06
-4.428958e+00	-2.517675e-04	-6.468943e-07
-4.429092e+00	-4.723654e-04	-6.815435e-07
-4.429324e+00	-7.861520e-04	1.690379e-06
-4.429701e+00	-1.252255e-03	-6.898732e-07
-4.430294e+00	-1.959109e-03	-4.213858e-07
-4.431219e+00	-3.043146e-03	6.884694e-07
-4.432655e+00	-4.711439e-03	4.849320e-07
-4.434879e+00	-7.280643e-03	2.392563e-07
-4.438323e+00	-1.123339e-02	3.641202e-07
-4.443652e+00	-1.729665e-02	4.917513e-07
-4.451900e+00	-2.654866e-02	5.741506e-07
-4.464662e+00	-4.054837e-02	1.182157e-06
-4.484410e+00	-6.143950e-02	2.816772e-06
-4.514965e+00	-9.187880e-02	4.347066e-06
-4.562244e+00	-1.343607e-01	5.508569e-06
-4.635399e+00	-1.887885e-01	7.463991e-06
-4.748593e+00	-2.453201e-01	1.450122e-05
-4.923741e+00	-2.649854e-01	1.698688e-05
-5.194754e+00	-1.293781e-01	3.351709e-05
-4.428897e+00	-7.909381e-05	1.540507e-06
-4.428958e+00	-2.516540e-04	-7.055369e-07
-4.429092e+00	-4.726029e-04	-6.958024e-07
-4.429324e+00	-7.862573e-04	1.740077e-06
-4.429701e+00	-1.252120e-03	-6.827940e-07
-4.430294e+00	-1.959066e-03	-4.248127e-07
-4.431219e+00	-3.043116e-03	6.843537e-07
-4.432655e+00	-4.711420e-03	4.657396e-07
-4.434879e+00	-7.280733e-03	2.313492e-07
-4.438323e+00	-1.123351e-02	4.079027e-07
-4.443653e+00	-1.729665e-02	5.762005e-07
-4.451900e+00	-2.654852e-02	6.588546e-07
-4.464662e+00	-4.054824e-02	1.287863e-06
-4.484410e+00	-6.143944e-02	2.974549e-06
-4.514965e+00	-9.187873e-02	4.591707e-06
-4.562244e+00	-1.343607e-01	5.902513e-06
-4.635398e+00	-1.887887e-01	8.171681e-06
-4.748593e+00	-2.453201e-01	1.561933e-05
-4.923741e+00	-2.649849e-01	1.828924e-05
-5.194753e+00	-1.293762e-01	3.582372e-05
-4.428897e+00	-7.893480e-05	1.549088e-06
-4.428958e+00	-2.515359e-04	-7.502116e-07
-4.429092e+00	-4.728279e-04	-6.995204e-07
-4.429324e+00	-7.863489e-04	1.768196e-06
-4.429701e+00	-1.251985e-03	-6.727294e-07
-4.430294e+00	-1.959036e-03	-4.233546e-07
-4.431219e+00	-3.043101e-03	6.778103e-07
-4.432655e+00	-4.711402e-03	4.495569e-07
-4.434879e+00	-7.280808e-03	2.275755e-07
-4.438323e+00	-1.123362e-02	4.493564e-07
-4.443653e+00	-1.729665e-02	6.535211e-07
-4.451900e+00	-2.654840e-02	7.399002e-07
-4.464662e+00	-4.054813e-02	1.398812e-06
-4.484410e+00	-6.143938e-02	3.134197e-06
-4.514965e+00	-9.187864e-02	4.836499e-06
-4.562243e+00	-1.343607e-01	6.305369e-06
-4.635398e+00	-1.887889e-01	8.886918e-06
-4.748592e+00	-2.453200e-01	1.671424e-05
-4.923740e+00	-2.649845e-01	1.957390e-05
-5.194752e+00	-1.293741e-01	3.802691e-05
